             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           4.43      -0.959380       0.105376      -0.960406       0.001403      -0.960391       0.000192
           4.44      -0.961973       0.120198      -0.963145       0.001496      -0.963129       0.000225
           4.45      -0.964566       0.124976      -0.965787       0.001445      -0.965771       0.000234
           4.46      -0.967159       0.119769      -0.968331       0.001273      -0.968316       0.000223
           4.47      -0.969752       0.104625      -0.970777       0.001019      -0.970765       0.000196
           4.48      -0.972345       0.079584      -0.973126       0.000710      -0.973118       0.000141
           4.49      -0.974937       0.044699      -0.975377       0.000363      -0.975373       0.000077
           4.50      -0.977530       0.000002      -0.977530       0.000002      -0.977530       0.000004
           4.51      -0.979146       0.045220      -0.979586       0.000351      -0.979588       0.000078
           4.52      -0.980762       0.080275      -0.981557       0.000654      -0.981549       0.000142
           4.53      -0.982378       0.105220      -0.983421       0.000787      -0.983411       0.000189
           4.54      -0.983994       0.120115      -0.985186       0.000828      -0.985176       0.000225
           4.55      -0.985611       0.124974      -0.986852       0.000795      -0.986842       0.000232
           4.56      -0.987227       0.119846      -0.988418       0.000694      -0.988409       0.000222
           4.57      -0.988843       0.104767      -0.989885       0.000553      -0.989878       0.000193
           4.58      -0.990459       0.079749      -0.991253       0.000381      -0.991248       0.000142
           4.59      -0.992075       0.044825      -0.992522       0.000191      -0.992519       0.000079
           4.60      -0.993691       0.000003      -0.993691       0.000003      -0.993691       0.000003
           4.61      -0.994314       0.045093      -0.994764       0.000104      -0.994762       0.000076
           4.62      -0.994937       0.080110      -0.995737       0.000156      -0.995734       0.000137
           4.63      -0.995561       0.105080      -0.996610       0.000175      -0.996606       0.000195
           4.64      -0.996184       0.120027      -0.997383       0.000177      -0.997379       0.000218
           4.65      -0.996807       0.124977      -0.998056       0.000150      -0.998052       0.000232
           4.66      -0.997430       0.119933      -0.998629       0.000127      -0.998626       0.000225
           4.67      -0.998054       0.104905      -0.999103       0.000088      -0.999100       0.000199
           4.68      -0.998677       0.079910      -0.999476       0.000056      -0.999474       0.000141
           4.69      -0.999300       0.044949      -0.999750       0.000023      -0.999749       0.000079
           4.70      -0.999923       0.000003      -0.999923       0.000003      -0.999923       0.000003
           4.71      -0.999547       0.044979      -0.999997       0.000019      -0.999996       0.000078
           4.72      -0.999172       0.079951      -0.999971       0.000024      -0.999970       0.000144
           4.73      -0.998796       0.104947      -0.999845       0.000026      -0.999843       0.000193
           4.74      -0.998420       0.119954      -0.999619       0.000013      -0.999617       0.000228
           4.75      -0.998044       0.124972      -0.999293       0.000000      -0.999290       0.000233
           4.76      -0.997668       0.120009      -0.998867       0.000016      -0.998865       0.000222
